,GalaxyID,FASHIID,ra_h1,dec_h1,mass_ratio,d_p,logM,SFR,z_a,W50,S_bf,logMh1,z_h1
1085,J132653+374630,20230061743,201.7168,37.7605,2.3552650630683765,124.6872422,10.86711502,0.293145329,0.0621392652392387,419.5,1012.53,10.14,0.0621492333333333
1086,J135653+365643,20230014965,209.2241,36.9587,1.5216871142602968,14.4024693,8.318401337,-1.084969878,0.019747944548726,121.95,973.03,9.19,0.0197335666666666
1087,J133502+382531,20230050423,203.7659,38.4388,0.17930740073260154,75.43335783,9.312701225,0.2895253,0.0609159879386425,273.3,958.01,10.1,0.0609411
1088,J134134+383144,20230017427,205.4218,38.4973,0.19997284761203818,9.134919212,7.34342289,-2.141916752,0.0045098806731402,152.09,4831.05,8.83,0.0045604
1089,J124657+403227,20230020737,191.7576,40.52,2.00810690732695,122.2165166,10.30546856,-1.374467969,0.0244702976197004,89.75,192.9,8.68,0.0248103666666666
1090,J125716+401604,20230020334,194.3516,40.2898,0.0750131373883483,46.01229806,8.718569756,-0.855334461,0.0271342173218727,230.22,1573.4,9.66,0.0268341
1091,J134100+390324,20230018272,205.2438,39.0549,0.15874700045813558,190.2067221,8.877725601,-0.548821688,0.0202221143990755,127.2,1784.22,9.47,0.0202527333333333
1092,J124447+405534,20230021534,191.2072,40.9259,0.03156935254138475,43.97678585,9.192967415,-0.168345317,0.0579477921128273,89.05,736.94,9.95,0.0579100666666666
1093,J130111+404242,20230021104,195.2956,40.7283,0.5948877829118251,109.2081947,10.17707062,0.418004274,0.0683424472808837,201.08,1117.42,10.26,0.0681312666666666
1094,J113028+360128,20230061686,172.6227,36.0092,47.358076638666226,145.0351828,10.62111759,-0.203402966,0.03072408773005,435.88,1356.82,9.73,0.0306607666666666
1095,J115139+363518,20230014293,177.9436,36.5924,0.4233396632484088,49.69311566,9.93993187,-1.588956952,0.0360110886394977,347.05,2892.53,10.19,0.0360531
1096,J095925+314954,20230007952,149.8565,31.8318,0.18993228189612338,190.8236409,9.722328186,-0.094539136,0.0388898625969886,88.15,634.81,9.59,0.0389167666666666
1097,J112348+361638,20230013711,170.951,36.2715,0.0612473694975292,162.9228786,8.553683281,-0.815494955,0.0249268002808094,135.16,497.17,9.12,0.0248792333333333
1098,J100309+323622,20230009146,150.7895,32.6065,0.38175499217967745,157.3715154,7.782612324,-2.581034422,0.0049369833432137,87.55,1391.1,8.35,0.0049763
1099,J101806+333100,20230010463,154.5225,33.5396,6.172763841737917,66.08372039,10.05184746,0.012500048,0.0368423610925674,228.72,1949.5,10.03,0.0367882333333333
1100,J100241+325940,20230009739,150.6584,32.9974,0.008200643394808664,144.2392079,8.453051567,-0.657073557,0.0291285552084445,97.12,517.39,9.28,0.0291133666666666
1101,J100829+332046,20230010268,152.1237,33.3464,11.969614871956859,39.14314124,9.770543098,0.124866307,0.0290398243814706,230.72,2979.78,10.03,0.0290006
1102,J110305+365802,20230014988,165.7617,36.9761,0.24414863637801482,181.4582102,9.932081223,-0.494420111,0.0274163875728845,284.52,308.34,9.0,0.0273918333333333
1103,J095326+330225,20230009789,148.363,33.0386,0.5343069606948523,73.24433652,9.613619804,-0.042999756,0.0504168458282947,158.89,691.01,9.79,0.0504123666666666
1104,J095908+332855,20230058655,149.7643,33.4867,0.4619658794658394,34.73350668,10.3348875,0.869491518,0.0492230057716369,181.81,553.51,9.71,0.0491123
1105,J102130+350107,20230011938,155.3789,35.018,0.617406517936269,147.8130667,10.2624197,-0.076166481,0.0345576517283916,154.72,1704.17,9.93,0.0345495666666666
1106,J105519+365835,20230055071,163.8208,36.983,0.1820513157152391,66.99694992,9.763979912,0.347703993,0.043182123452425,190.75,991.8,9.86,0.0431403
1107,J105630+370654,20230015227,164.1204,37.1154,0.591223113239459,133.8985967,9.150419235,-0.204231456,0.0442128144204616,226.72,589.03,9.65,0.0441543999999999
1108,J121008+390308,20230018263,182.5261,39.0484,24.218841389813452,79.91184206,10.52714729,-0.165158376,0.0370675474405288,172.89,3878.62,10.34,0.0370782
1109,J121855+390824,20230018399,184.7178,39.1423,16.766134391881554,166.0323207,10.97630882,-1.317808151,0.0369397066533565,225.62,448.07,9.4,0.0369986
1110,J103617+362531,20230013979,159.0708,36.4231,0.5161548339522716,91.52467183,6.618602276,-2.637871265,0.0020666378550231,32.17,745.4,7.43,0.0020636666666666
1111,J112821+384451,20230017805,172.0915,38.7395,13.364676381162429,5.60931047,10.14186192,-0.014088903,0.0453329943120479,150.36,351.08,9.45,0.0454764666666666
1112,J094408+330458,20230009835,146.0427,33.0715,4.609434520830582,52.83224481,11.01633167,-0.109027714,0.0834550559520721,95.1,500.74,10.07,0.0828449
1113,J095424+335423,20230010995,148.6149,33.9191,1.173344629847299,43.08790383,10.6672411,0.295065969,0.0863562598824501,212.25,551.43,10.15,0.0861911
1114,J101031+351419,20230012126,152.6307,35.2377,0.6760887945058398,40.81601055,8.989771843,-0.252366245,0.0384795330464839,168.19,1392.47,9.92,0.0384373666666666
1115,J110021+380502,20230016792,165.0869,38.0896,0.09047501504528321,148.8974813,8.834078789,-1.001227021,0.0287194196134805,160.59,393.25,9.14,0.0286731999999999
1116,J115603+394345,20230119573,179.0084,39.715,0.4578655739803297,116.733198,9.129600525,-0.4969199,0.0206462629139423,208.98,2145.21,9.54,0.0205245333333333
1117,J122105+395338,20230019749,185.2619,39.8817,0.08487030443100255,31.05229278,8.918210983,-0.314018458,0.0222936607897281,133.62,2557.94,9.69,0.0223228666666666
1118,J122821+395403,20230019787,187.0852,39.9053,1.719843352044119,129.5538827,8.991244316,-0.683870852,0.022929735481739,233.63,1307.35,9.43,0.0229426333333333
1119,J103639+372825,20230015854,159.1564,37.4769,0.5642102893471066,101.3910297,9.125687599,-0.687889576,0.0230502970516681,188.13,1604.52,9.54,0.0230322
1120,J120621+404527,20230021130,181.5906,40.7404,0.04093977221877016,192.6559938,9.200976372,-0.616124213,0.0425844937562942,64.06,106.04,8.88,0.0425548
1121,J093716+334908,20230010882,144.3242,33.8272,2.006550895751803,92.14753242,8.914859772,-2.204469204,0.0227615218609571,437.93,3194.52,9.82,0.0227196
1122,J122242+362346,20230013923,185.6778,36.3945,0.020285652658641098,39.26544447,9.057647705,-0.382031292,0.0404998287558555,179.45,1141.63,9.88,0.0406542666666666
1123,J122749+362057,20230013866,186.9692,36.3603,0.6651883615616178,28.96232457,9.270636559,-0.391545951,0.0337613560259342,258.23,2254.56,10.03,0.0338645999999999
1124,J124654+361459,20230013742,191.7586,36.287,0.5006282352344992,90.27601721,10.33134937,-0.978260815,0.0412523224949836,343.35,959.11,9.82,0.0414295666666666
1125,J125353+360512,20230013382,193.4655,36.0854,2.338844718952698,178.8791961,8.796834946,-1.092690945,0.0145609471946954,152.76,3216.91,9.48,0.0145702
1126,J132155+352134,20230012267,200.4765,35.3548,8.734871552395443,54.57368199,9.587422371,-0.161200956,0.0194682385772466,135.97,2502.01,9.57,0.0194595333333333
1127,J132157+353816,20230012628,200.4871,35.6373,1.6115221901984298,141.7984816,8.93937397,-1.074596643,0.0198197476565837,197.13,1001.72,9.19,0.0197532
1128,J135840+343128,20230011577,209.6667,34.5145,4.637018045424787,59.17116185,10.4594059,0.649611473,0.0350402221083641,69.33,1072.06,9.72,0.0350939666666666
1129,J133241+361655,20230013686,203.192,36.2584,0.6580490856273677,99.79682299,10.30224991,0.56535846,0.0579237565398216,242.33,1474.45,10.25,0.0577735333333333
1130,J135841+350517,20230054279,209.6695,35.0916,63.23946715731395,55.11733011,10.77501965,0.908195317,0.0347807928919792,432.75,2675.8,10.11,0.0345635
1131,J124123+375915,20230054988,190.3409,37.989,0.11848665361679077,178.0325875,8.485497475,-0.796518743,0.0232839509844779,109.72,1782.49,9.57,0.0232934666666666
1132,J133051+370257,20230015103,202.7103,37.0442,3.0159655814022415,97.13424489,10.31854057,0.552381158,0.0623639412224292,253.07,1605.84,10.34,0.0621608666666666
1133,J111952+353132,20230012466,169.9562,35.5221,0.8850466692248168,115.8981424,8.713260651,-0.839329898,0.0213219504803419,99.73,338.34,8.76,0.0212819666666666
1134,J113030+355104,20230058918,172.6208,35.8619,0.5919895916056505,93.96231125,8.559936523,-0.613013625,0.0322789959609508,197.9,2155.5,9.97,0.0322261
1135,J123310+363451,20230014237,188.3321,36.5544,31.574135688669276,81.7264141,10.74968433,-1.273376584,0.0337220057845115,108.7,945.89,9.65,0.0334729333333333
1136,J125706+361124,20230054969,194.2774,36.1881,0.6535459835686017,197.7465773,10.02985096,-0.357823908,0.0346894860267639,261.6,739.9,9.57,0.0347187333333333
1137,J115215+364311,20230014536,178.056,36.7248,7.062802937972664,108.4069146,9.658384323,0.449275643,0.02319779060781,265.73,1999.75,9.62,0.0230704
1138,J123401+365204,20230014803,188.5076,36.8543,6.9859259523294055,59.75747759,10.34076977,0.124617733,0.0402500554919242,303.71,1908.12,10.09,0.0401718
1139,J113158+364408,20230014544,172.9858,36.7299,0.5477550951437298,130.5114295,8.710785866,-0.331975132,0.0422854572534561,167.64,797.95,9.76,0.0423439666666666
1140,J130021+370221,20230061725,195.0735,37.0344,6.398482713915305,14.24421961,10.41987705,-1.581782818,0.0282906498759984,109.28,540.25,9.24,0.0279808666666666
1141,J111351+364143,20230014474,168.4757,36.6922,0.49623706668577944,65.40455072,9.756631851,0.00562662,0.0345712453126907,239.53,2328.71,10.06,0.0345852666666666
1142,J125020+375656,20230016576,192.5797,37.9435,25.834041149271442,39.17066544,10.22352505,0.186520606,0.0351681299507617,290.56,1496.79,9.88,0.0352522
1143,J120031+383639,20230017576,180.1223,38.6039,13.343152449584517,63.17676611,10.55532551,0.711005449,0.0372532084584236,216.21,1464.3,9.92,0.0373396333333333
1144,J094544+301439,20230060711,146.4294,30.2377,17.377770043729655,193.389856,10.67982578,-1.26148653,0.0324878692626953,433.15,1123.5,9.7,0.0326073999999999
1145,J094731+302354,20230006325,146.8774,30.394,6.836894761937555,9.947354115,8.729225159,-0.842118084,0.0171145554631948,89.77,3910.47,9.68,0.0170061333333333
1146,J094634+303911,20230006547,146.6496,30.6426,8.01653931882392,89.08169357,10.6566534,0.171774372,0.0331618972122669,357.2,2302.15,10.02,0.0331771666666666
1147,J094437+305711,20230058209,146.1579,30.9436,9.013928170994758,45.60544883,10.52765274,0.360928088,0.0550588965415954,275.28,1648.55,10.25,0.0550280333333333
1148,J131616+354544,20230012836,199.0575,35.7645,14.358506231653328,87.0661807,9.775517464,-0.194097072,0.0176010653376579,224.75,2577.44,9.51,0.0175599333333333
1149,J132421+355449,20230013081,201.0838,35.9107,67.89900357340731,46.07998225,10.12829685,0.003888904,0.0184855796396732,291.33,4286.59,9.77,0.0185721333333333
1150,J135030+344451,20230054277,207.6285,34.7236,3.1016677040412994,41.25958173,9.322956085,-0.203784227,0.0335999615490436,158.48,867.1,9.59,0.033274
1151,J135142+350249,20230054294,207.9523,35.0527,0.3718541065870106,64.4358344,8.346026421,-0.830055237,0.0245160963386297,103.7,1350.82,9.49,0.0245813333333333
1152,J131851+372132,20230015656,199.7058,37.3577,10.202824092034557,185.3081137,10.54864216,0.376117319,0.0454428382217884,66.22,823.02,9.82,0.0454881333333333
1153,J132219+371540,20230015543,200.5747,37.276,0.809127867235497,123.7294295,9.634799004,-0.083977744,0.0462169386446476,147.52,459.52,9.56,0.0456014666666666
1154,J132232+371447,20230015500,200.6405,37.247,0.09212113708893716,170.962358,10.05334759,0.468644261,0.0549657382071018,230.46,1296.51,10.15,0.0549824
1155,J094053+314441,20230007810,145.2079,31.744,2.303603257556498,182.8448806,9.628826141,-0.611397028,0.0227122716605663,254.16,3187.36,9.81,0.0226134666666666
1156,J094259+314655,20230007875,145.7449,31.7824,0.7466801619508918,127.9719555,8.923782349,-1.92797029,0.0218100361526012,188.56,1305.76,9.39,0.0217845666666666
1157,J100845+310632,20230058256,152.1924,31.1099,2.2130328979431475,193.9403492,10.88539124,0.106333263,0.0501181073486804,457.52,1311.25,10.07,0.0501630333333333
1158,J082854+351238,20230012089,127.233,35.195,0.303516635226709,62.91835205,9.559457779,-0.254716963,0.0437575839459896,238.34,814.99,9.77,0.0436643666666666
1159,J094607+325045,20230009584,146.5291,32.8919,0.944737773233679,95.46796396,10.62081623,0.240825742,0.0369596816599369,273.49,1279.37,9.85,0.0368839
1160,J095851+320423,20230008284,149.7086,32.0705,74.22645902188637,162.9354344,10.68674088,0.13930729,0.0270375777035951,215.54,3171.28,9.98,0.0261085
1161,J094308+332020,20230010253,145.7761,33.3342,0.059531509527252106,175.2235422,9.496460915,-1.261049747,0.0383294634521007,109.89,671.1,9.59,0.0381976333333333
1162,J092127+344822,20230061558,140.3973,34.8135,0.7461278039801381,87.62100743,8.776262283,0.030247029,0.0250225681811571,207.76,2405.83,9.79,0.0247120333333333
1163,J095211+332703,20230010376,148.045,33.4543,10.386905083122398,143.8923712,10.23354053,0.117597736,0.0270483456552028,249.65,1710.96,9.74,0.0269708666666666
1164,J094214+305819,20230006865,145.5648,30.9661,0.022715299953070152,25.01928554,8.628689766,-0.557766736,0.0261583738029003,354.09,2609.89,9.89,0.0260656
1165,J100630+325648,20230009523,151.6298,32.9446,26.803421255673516,42.27666895,7.989207268,-1.620550752,0.0045558689162135,177.11,10718.4,9.16,0.0045333
1166,J105409+322657,20230008808,163.545,32.4215,0.0846475147984454,43.01435137,8.279866219,-1.031358838,0.0224890206009149,87.09,2975.02,9.78,0.0223946333333333
1167,J102633+312900,20230007464,156.6215,31.4852,0.04454353111070987,170.1680067,9.193854332,-0.691087484,0.0366763137280941,117.95,436.39,9.38,0.0366721333333333
1168,J103013+314004,20230007688,157.5556,31.6677,8.052708215365827,116.5158406,8.744287491,-0.9874686,0.0213473588228225,66.95,141.54,8.41,0.0213174
1169,J104806+324055,20230009266,162.0166,32.7015,0.2425673714203376,30.27184883,8.782876015,-0.216190353,0.0445614904165267,203.1,1393.3,10.03,0.0442648999999999
1170,J111432+334820,20230010834,168.6244,33.7987,0.1196677661259678,162.5549768,9.605786324,-0.122993819,0.0369824804365634,242.35,1385.71,9.9,0.0369645666666666
1171,J103910+323810,20230009177,159.7872,32.6347,1.4723746820250139,24.49662721,9.049057007,0.109740205,0.0417850464582443,153.37,1155.75,9.91,0.0417745999999999
1172,J104811+331132,20230009983,162.0437,33.1879,3.382417838073606,88.3597831,9.394172668,-0.641061485,0.022522373124957,170.55,2137.1,9.64,0.022539
1173,J110737+335849,20230011124,166.9031,33.9771,0.4386782598087473,63.85442858,9.818080902,0.067024224,0.0442156828939914,187.19,448.49,9.54,0.0441816666666666
1174,J114219+333821,20230010648,175.5724,33.6422,5.688693170816523,96.74597824,10.11446285,-0.123311892,0.0313300639390945,304.9,1766.19,9.87,0.0312997666666666
1175,J131155+331825,20230010222,197.975,33.3141,24.345159319526513,166.6599685,9.631144524,-0.086198591,0.0234633889049291,204.05,676.48,9.15,0.0234781666666666
1176,J133109+324653,20230009391,202.7809,32.785,0.7602153299108485,156.1273827,9.824796677,0.110307291,0.0245874505490064,142.21,1142.36,9.42,0.0245209333333333
1177,J111923+333656,20230058669,169.8633,33.6106,0.29678741422401744,42.49950856,10.21554279,-0.343625367,0.0368527881801128,410.88,1865.3,10.03,0.0370889333333333
1178,J112546+334822,20230010845,171.4424,33.8041,1.4482224182323955,90.74792248,9.554636955,-0.346716315,0.0341715328395366,103.09,1881.54,9.96,0.0341731666666666
1179,J114240+340506,20230011206,175.6673,34.1021,6.182870452850586,151.354373,9.584024429,-0.432809681,0.0333271734416484,211.56,803.78,9.57,0.0333076999999999
1180,J133813+324922,20230009436,204.5466,32.8155,21.68558518154654,41.57835575,10.51994514,-1.253571391,0.0245118793100118,266.07,4338.49,9.99,0.024529
1181,J114620+343311,20230053968,176.5823,34.5508,2.051136452939584,166.7976455,9.279221535,-0.1485603,0.0335335358977317,231.43,1025.44,9.68,0.0334113666666666
1182,J140657+320023,20230050122,211.7335,32.0155,0.12135237210131679,73.42404459,10.02739048,0.042375527,0.0681429952383041,176.24,589.27,9.99,0.0680788
1183,J112413+342540,20230011511,171.0596,34.427,5.02486260123806,28.54543657,9.499539375,0.240060911,0.0353808403015136,172.21,1160.47,9.78,0.0352850666666666
1184,J112432+343204,20230011592,171.1408,34.5312,20.358704979432808,11.93276433,11.21813583,-0.162676081,0.0417599603533744,241.38,1274.43,9.95,0.0417395
1185,J124557+351016,20230012065,191.4865,35.172,0.1347432644881959,65.95587808,8.12558651,-1.396296144,0.0145256808027625,138.7,1633.83,9.18,0.0144884333333333
1186,J125940+344849,20230011791,194.9165,34.8096,28.711096045773107,138.8927394,10.10754585,-0.199185476,0.0342134684324264,296.36,1169.71,9.76,0.0342436
1187,J131142+343340,20230061501,197.9458,34.5797,1.3973023034876275,37.90130046,8.617641449,-1.272941113,0.0175970159471035,134.85,1232.45,9.17,0.0172786333333333
1188,J134833+332234,20230010309,207.1344,33.3848,0.02528003494831621,102.8052715,8.56420517,-1.373333216,0.0147310318425297,137.12,409.75,8.58,0.0146577333333333
1189,J140520+322821,20230050116,211.3324,32.4718,0.5509276749579451,171.7388273,9.945730209,0.068464138,0.0633426755666732,233.3,931.91,10.12,0.0632534333333333
1190,J140729+322149,20230050761,211.8153,32.3633,0.18615208204016157,138.6689651,9.648841858,-0.130203068,0.0492935515940189,74.51,135.01,9.09,0.0503126999999999
1191,J132936+343607,20230061505,202.4022,34.6066,35.09784550927679,41.32488642,10.33223343,0.762297988,0.0326831825077533,289.73,2176.52,9.98,0.0327415
1192,J112903+353528,20230012537,172.3174,35.5796,0.4447091415454938,87.21478086,9.582490921,-0.370974571,0.0349486544728279,164.0,4056.65,10.3,0.0343318333333333
1193,J122346+360910,20230013502,185.9359,36.1393,2.333888693089705,81.76868794,10.80889034,0.118165441,0.0333242453634738,377.99,1282.69,9.78,0.033318
1194,J123143+361233,20230013591,187.9427,36.1933,3.102471488124007,25.84597768,10.13323116,-1.420327067,0.0333303995430469,230.76,628.51,9.47,0.0334556
1195,J125637+354917,20230054076,194.1493,35.8296,2.8397522283062875,173.3292325,9.013162613,-0.577037871,0.0371795371174812,193.08,426.13,9.38,0.0370896666666666
1196,J131410+352515,20230112292,198.5299,35.4154,6.08026729866098,34.41867851,7.854666233,-1.560167074,0.0078084622509777,49.38,1607.2,8.7,0.0077852
1197,J132227+351219,20230057512,200.6089,35.2176,0.053861437741610424,12.00681733,6.114902973,-2.775158405,0.002352342242375,25.74,387.65,6.89,0.0023441
1198,J095919+301042,20230058057,149.8321,30.1794,0.7200406661124142,38.20383022,8.986540794,-0.022525469,0.0463714450597763,142.57,1014.46,9.92,0.0463217333333333
1199,J142002+304617,20230006689,215.0113,30.767,7.485467756724658,162.3472605,10.28801823,-0.705380976,0.0513573922216892,122.94,218.15,9.32,0.0515320666666666
1200,J142711+301808,20230006262,216.7956,30.2898,0.28289411956369126,83.12156221,10.28446198,0.637405753,0.068156249821186,99.36,552.06,9.96,0.0681601666666666
1201,J141240+313134,20230007537,213.1655,31.5227,0.895883285434875,78.73989639,8.551781654,-0.966526031,0.0279415026307106,156.44,1018.28,9.45,0.0277139666666666
1202,J143125+304713,20230006731,217.8679,30.8115,38.32328377260913,100.2601427,9.689689636,-0.095446475,0.0121522769331932,89.63,2190.21,9.17,0.0123413333333333
1203,J142918+312201,20230007289,217.3197,31.3727,14.605725155222903,144.9519754,8.701685905,-1.181962848,0.0118288453668355,141.45,731.94,8.67,0.0118212333333333
1204,J145107+294134,20230006138,222.774,29.7043,0.10381409850238477,192.6126655,9.107985497,-0.233156428,0.0540434382855892,163.38,1017.94,10.03,0.0542171666666666
1205,J110234+321339,20230008546,165.6396,32.2283,0.35961723041387644,162.1706571,7.395671844,-2.028668404,0.0065108528360724,139.08,1828.19,8.67,0.0065052333333333
1206,J115419+334602,20230058694,178.6029,33.7725,1.0717939790364335,45.67597277,9.233856201,-0.215491325,0.0480207540094852,103.12,1137.17,10.01,0.0479776
1207,J132635+324539,20230009349,201.6438,32.7587,0.2790178455721666,124.8267746,9.325414658,-0.709790051,0.024515176191926,207.6,1047.08,9.38,0.0245516
1208,J134018+320911,20230008432,205.0722,32.1607,7.930987748574319,192.154574,9.802009583,-0.16561605,0.0257794894278049,205.32,1381.99,9.54,0.0257320333333333
1209,J105835+322728,20230053645,164.6423,32.4706,2.8334112113203602,53.70435099,9.476830482,0.154226914,0.0409470088779926,95.11,282.11,9.29,0.0412228
1210,J124947+340710,20230011225,192.4602,34.1244,1.6138559286729468,44.31505981,9.97513485,-0.059466418,0.0428716428577899,279.15,1081.05,9.89,0.0426736666666666
1211,J130412+334318,20230061285,196.0414,33.7257,0.5676414437852731,123.216112,9.527936935,-0.6282143,0.033469907939434,226.24,615.91,9.46,0.0333630333333333
1212,J131525+332730,20230010372,198.8491,33.4568,0.9662665177609816,131.794497,9.799088478,-0.171117991,0.0373439900577068,259.7,775.15,9.64,0.0371965333333333
1213,J112122+334337,20230058686,170.3214,33.7373,51.62319109337874,82.89676283,10.88320732,-1.07043469,0.041835531592369,24.98,619.11,9.64,0.0419099
1214,J112720+335241,20230010974,171.8258,33.9049,2.0577365799104266,36.94796288,8.54878521,-1.112235546,0.0209269803017377,130.17,1405.12,9.36,0.0209752666666666
1215,J115916+343545,20230052077,179.8245,34.5772,13.47050991834389,104.9319689,10.35564899,-1.52870369,0.0230767223984003,411.03,2312.16,9.62,0.0220516666666666
1216,J124010+343849,20230061519,190.0445,34.6408,0.24336339987343186,97.16203254,9.206195831,-1.073969007,0.0435414463281631,254.45,301.26,9.35,0.0434363666666666
1217,J105427+330943,20230054210,163.644,33.1833,16.806571250421637,77.48347372,10.20939445,0.852499902,0.0433828048408031,204.18,861.02,9.8,0.0430449
1218,J110218+332655,20230010349,165.5822,33.4265,0.5530294512355455,195.0502518,8.640674591,-0.672584236,0.0288463793694973,60.9,431.67,9.19,0.028744
1219,J113628+343728,20230053962,174.1196,34.6222,0.2673376505427548,44.79266934,8.684490204,-0.562257826,0.031800877302885,182.8,1752.14,9.87,0.0317022333333333
1220,J115928+345336,20230061579,179.8686,34.8938,1.0544048381008213,128.6098717,10.66732216,0.453433096,0.0328363217413425,413.46,2658.19,10.08,0.0327277
1221,J130921+343352,20230061495,197.3839,34.5443,0.30640220405546265,100.6724616,9.161086082,-0.645500064,0.0372755825519561,245.52,1113.59,9.79,0.0369380333333333
1222,J132921+334927,20230061310,202.3723,33.8342,0.8823590247408825,36.03833959,9.279147148,-0.775293946,0.0255762785673141,222.53,868.12,9.31,0.0247096333333333
1223,J135329+324855,20230009453,208.3626,32.8204,0.39445271442259316,139.7087811,9.295568466,-0.405150831,0.0351873077452182,199.28,581.95,9.46,0.0351693333333333
1224,J135408+325434,20230061095,208.5782,32.931,1.7218121020286044,71.46593036,9.089856148,-1.175185084,0.0255657900124788,358.46,1470.71,9.57,0.0260425666666666
1225,J135414+324432,20230050746,208.5476,32.7386,0.14472051355791696,180.0640982,9.776761055,0.017307758,0.0496329292654991,204.7,831.12,9.89,0.0495740666666666
1226,J130815+345236,20230054062,197.0803,34.8879,0.7655744429022617,63.78594184,8.752654076,-0.610480309,0.0366148501634597,138.0,2160.87,10.07,0.0366116
1227,J131008+345419,20230054053,197.524,34.8978,6.31175187891743,139.0800307,9.7016325,-0.128212303,0.0356066152453422,115.03,322.52,9.22,0.0355524
1228,J131039+345051,20230058780,197.6735,34.8207,8.684475493905127,56.1590065,10.51765919,-1.244557858,0.0355689004063606,84.52,434.25,9.38,0.0367903666666666
1229,J132549+342927,20230061481,201.4468,34.4894,14.404487631166171,96.89875592,10.04017735,-0.176642284,0.0342227518558502,202.7,1062.47,9.71,0.0342733666666666
1230,J134117+334621,20230061296,205.3253,33.7769,24.354944430489745,30.97659748,8.563667297,-1.119781494,0.0067572989501059,176.78,3253.23,8.89,0.0067887
1231,J113057+352108,20230054004,172.7371,35.3612,5.418904733377483,142.9692852,10.6576252,-0.134166703,0.0415719747543334,461.82,1290.51,9.96,0.0416758333333333
1232,J140442+330332,20230061137,211.1921,33.0802,3.192257632407036,81.26140594,10.23294353,-1.074096322,0.0522274859249591,127.76,548.64,9.73,0.0520967
1233,J135101+303855,20230006555,207.7547,30.6481,1.1771175912574063,143.2637634,10.31637096,0.220447451,0.0465694330632686,63.93,658.91,9.74,0.0465484333333333
1234,J135447+310625,20230065226,208.703,31.1168,2.3549651359194597,175.0091321,9.732031822,-0.212993056,0.0436150133609771,102.98,643.79,9.67,0.0434980666666666
1235,J122927+312653,20230058353,187.3586,31.4461,37.69530598747818,61.35510536,10.9336319,0.498695672,0.048258077353239,190.18,917.44,9.91,0.0481800666666666
1236,J131803+304143,20230006591,199.5327,30.7043,1.5487573056450339,92.40244235,9.473090172,-0.093942873,0.0371634177863597,134.07,1243.41,9.84,0.0370484333333333
1237,J123830+315303,20230008030,189.6284,31.8823,0.3110077053548854,162.1561144,8.495046616,-1.001159787,0.0143489884212613,172.15,2277.89,9.31,0.0143437333333333
1238,J125702+313731,20230007634,194.2594,31.624,32.1534030109893,160.4107915,9.947969437,-0.340818733,0.0232967007905244,245.13,2048.44,9.62,0.0232209666666666
1239,J130244+312841,20230007452,195.689,31.478,8.171935026850512,182.1660908,9.161511421,-0.877375603,0.0240915156900882,179.01,716.79,9.21,0.0240947
1240,J135142+295735,20230060448,207.9072,29.934,8.357735446789276,95.31848109,10.73677921,1.202097416,0.0798823162913322,76.81,431.83,9.98,0.0797217333333333
1241,J124625+321054,20230008477,191.6001,32.1743,0.9994643411756429,31.21594339,8.538841248,-0.725824058,0.0229384899139404,125.66,635.43,9.1,0.0229607666666666
1242,J132119+313308,20230007562,200.329,31.5484,6.497738974603562,129.9834889,9.850805283,0.060594924,0.0238956268876791,145.38,1032.22,9.35,0.0239080333333333
1243,J132602+311804,20230058329,201.5506,31.3364,0.4682315784344652,91.69715082,10.84469223,-1.118044972,0.0609139278531074,309.78,1147.13,10.13,0.0577478
1244,J132705+312222,20230060943,201.7773,31.376,0.3671617938229906,151.1901673,8.245203018,-1.837962866,0.0159901082515716,197.16,893.54,8.97,0.0159952666666666
1245,J120616+323951,20230053852,181.5637,32.6587,18.980511459872645,10.69608588,10.16998386,-0.17889902,0.0273760166019201,38.75,223.53,8.85,0.0271185666666666
1246,J122118+324239,20230009290,185.3152,32.7154,0.6683935264553079,83.21623244,9.755301476,0.234017372,0.0229682829231023,122.9,3844.79,9.88,0.0229531666666666
1247,J132109+315646,20230053697,200.3049,31.9302,0.3057254092326233,29.62302742,9.184697151,-0.910000026,0.0231200940907001,209.64,830.41,9.27,0.0241358333333333
1248,J133701+314559,20230007832,204.2498,31.7568,4.75570187732609,139.4782152,9.003554344,-1.091451526,0.010014678351581,196.33,6229.86,9.5,0.0100076333333333
1249,J121946+334225,20230010730,184.9451,33.7083,0.05683948195009873,121.1555465,9.455001831,-1.063265204,0.0215347167104482,217.08,946.26,9.21,0.0215049333333333
1250,J123142+333514,20230010554,187.9235,33.5843,133.9046834004272,5.482917736,10.56711006,0.212599427,0.0312257464975118,387.18,2656.78,10.04,0.0311041333333333
1251,J123604+333620,20230010603,189.0225,33.6147,2.092329479448644,32.28757809,10.11321354,-0.023104561,0.0435134321451187,261.63,2280.24,10.24,0.0438070666666666
1252,J130833+330441,20230061139,197.1347,33.0902,0.29998755198612387,109.4985292,8.779314995,-0.125330687,0.0267038717865943,232.09,1306.78,9.58,0.0266348666666666
1253,J132241+323558,20230009149,200.6787,32.6082,0.0497577023695726,64.53011663,9.798063278,0.001575937,0.0430223084986209,256.79,1525.02,10.04,0.0429444666666666
1254,J124011+311037,20230060893,190.046,31.1798,23.92231771509133,66.31606235,10.13475895,-0.085609607,0.0235913507640361,270.31,1254.35,9.42,0.0235869333333333
