GalaxyID,FASHIID,ra_h1,dec_h1,d_p,logM,SFR,z_a,W50,S_bf,logMh1,z_h1,type
J135447+310625,20230065226,208.703,31.1168,175.0091321,9.866,-0.212993056,0.043615013,102.98,643.79,9.67,0.04349806666666667,S+S
J131803+304143,20230006591,199.5327,30.7043,92.40244235,9.579,-0.093942873,0.037163418,134.07,1243.41,9.84,0.03704843333333334,S+S
J123830+315303,20230008030,189.6284,31.8823,162.1561144,8.68,-1.001159787,0.014348988,172.15,2277.89,9.31,0.014343733333333332,S+S
J122118+324239,20230009290,185.3152,32.7154,83.21623244,9.938,0.215,0.022968283,122.9,3844.79,9.88,0.022953166666666667,S+S
J123604+333620,20230010603,189.0225,33.6147,32.28757809,10.273,0.069,0.043513432,261.63,2280.24,10.24,0.04380706666666667,S+S
J123604+333620,20230010603,189.0225,33.6147,32.28757809,9.939,0.048852228,0.04417292,261.63,2280.24,10.24,0.04380706666666667,S+S
J130833+330441,20230061139,197.1347,33.0902,109.4985292,8.755,-0.125330687,0.026703872,232.09,1306.78,9.58,0.026634866666666666,S+S
J133947+300725,20230053923,204.9553,30.1346,44.41337264,10.871,0.558,0.033722557,286.54,1003.44,9.67,0.033734466666666664,S+S
J110311+303713,20230053646,165.7977,30.6164,175.0546179,9.483,-0.556007504,0.03309435,198.2,535.53,9.39,0.0330202,S+S
J115502+320428,20230058504,178.7515,32.0754,29.56864122,10.2,0.296,0.031038186,185.21,2901.34,10.08,0.03105096666666667,S+S
J115502+320428,20230058504,178.7515,32.0754,29.56864122,10.14,-0.714663327,0.031015454,185.21,2901.34,10.08,0.03105096666666667,S+S
J125303+321936,20230008676,193.2635,32.3249,97.70635704,9.286,-0.191935346,0.021840595,147.5,931.12,9.22,0.0219293,S+S
J111816+321037,20230008484,169.5661,32.1773,96.99185017,9.194519043,-0.122014917,0.033193808,180.6,926.72,9.63,0.03322276666666667,S+S
J125344+324215,20230009286,193.4129,32.7145,84.9465251,8.794,-0.77154243,0.023066949,166.81,1279.8,9.41,0.023145466666666666,S+S
J132325+320611,20230008280,200.8283,32.0684,35.88984079,9.626,-0.673367679,0.016723681,206.24,1539.11,9.24,0.01676436666666667,S+E
J162556+413119,20230022281,246.5325,41.5021,46.49693006,10.036,0.35,0.042718388,195.39,983.67,9.84,0.04325456666666667,S+S
J162341+510000,20230063074,245.9008,50.9698,65.55432903,9.042,-1.694551587,0.019400131,312.05,3227.86,9.69,0.019935,S+S
J110817+311128,20230007109,167.0889,31.1842,86.21331368,10.441,0.244,0.034801461,205.24,942.29,9.69,0.03507966666666667,S+S
J110257+312333,20230058338,165.7435,31.3853,77.8983409,10.755,0.342,0.046130233,357.05,1268.67,10.02,0.04605393333333333,S+S
J110257+312333,20230058338,165.7435,31.3853,77.8983409,10.536,0.386,0.046031624,357.05,1268.67,10.02,0.04605393333333333,S+S
J011115-002721,20230051711,17.8077,-0.4569,197.6670435,9.203,-1.109294772,0.017711654,168.53,2335.73,9.35,0.017714266666666666,S+S
J113714+300927,20230058048,174.3154,30.1572,50.51321788,9.135,-0.171601176,0.032934744,116.41,1593.13,9.86,0.032754066666666665,S+S
J113714+300927,20230058048,174.3154,30.1572,50.51321788,9.198,-0.507031202,0.03215985,116.41,1593.13,9.86,0.032754066666666665,S+S
J120750+305302,20230006786,181.9577,30.8791,179.8642202,9.162,-0.483678699,0.023466257,154.44,644.86,9.13,0.023505133333333334,S+S
J122328+305904,20230006873,185.875,30.9803,142.6347832,10.407,-0.190024808,0.028460588,304.61,663.13,9.37,0.028511966666666666,S+E
J121834+301337,20230058071,184.6642,30.2514,147.138845,10.12946892,0.319930136,0.046917725,139.37,956.53,9.92,0.04727513333333334,S+S
J113553+304103,20230006583,173.9703,30.6798,123.0206681,10.3,0.201282337,0.045760676,116.11,1443.39,10.07,0.04575163333333333,S+S
J110521-005004,20230004513,166.3324,-0.8307,153.2189015,9.433,-0.234799936,0.033736855,219.14,697.2,9.51,0.0336994,S+S
J033546-055246,20230000926,53.9402,-5.8755,155.632056,9.664,-0.469151944,0.037581392,194.71,1144.0,9.8,0.037469866666666664,S+S
J033726-053210,20230001044,54.3553,-5.5368,166.5633133,9.108,-0.875737727,0.013381028,142.41,1446.9,8.92,0.013382100000000001,S+S
J085909+544137,20230036406,134.7916,54.6882,149.5919376,9.653,-0.074919939,0.047439341,47.22,751.47,9.8,0.047384833333333334,S+S
J101157+595216,20230040268,152.9948,59.8704,184.89191,9.108,-0.584531069,0.022164468,146.16,809.58,9.23,0.022061233333333333,S+S
J075623+410424,20230055207,119.0986,41.0992,190.3652025,9.989,0.057,0.040255331,147.85,565.6,9.55,0.040366266666666664,S+S
J095651+600512,20230040399,149.2032,60.0836,186.5677456,10.202,-0.159947678,0.030616958,268.02,660.4,9.4,0.0306152,S+E
J135638+625954,20230064047,209.1432,63.0032,192.9916662,10.267,0.344,0.044293735,247.74,1903.78,10.14,0.04426963333333333,S+S
J074423+402037,20230020396,116.0913,40.3378,53.69011669,9.596,-0.326527596,0.019558961,228.01,3406.79,9.72,0.0196118,S+S
J075133+425457,20230024446,117.8901,42.8847,141.863622,10.356,-0.755660355,0.032094985,357.26,3389.96,10.15,0.032019066666666665,S+S
J082907+520155,20230033468,127.2768,52.0387,123.9967917,9.617,-0.984864831,0.017666133,125.02,1441.76,9.26,0.017610533333333334,S+S
J085151+554151,20230037458,132.9663,55.7052,180.0705314,9.779,-0.153314471,0.031737305,168.04,890.69,9.56,0.03175883333333333,S+S
J091644+594628,20230040220,139.1823,59.7708,180.0058588,8.707,-0.029725857,0.013774178,187.09,3229.22,9.45,0.013877800000000001,S+S
J153212+584609,20230039544,233.0478,58.7618,173.4742487,10.424,0.055,0.059023958,62.48,712.49,9.95,0.05899836666666666,S+S
J155823+545552,20230036672,239.606,54.9213,166.1823285,10.17385674,0.129429445,0.038053486,161.82,1019.05,9.74,0.03802163333333333,S+S
J170457+380110,20230016695,256.2478,38.0248,158.7990034,10.976,0.485,0.032410819,402.72,708.25,9.41,0.032507600000000005,S+S
J082336+444153,20230026526,125.8961,44.6992,170.7841555,9.77,-0.065760642,0.054648966,49.46,710.44,9.88,0.054561066666666665,S+E
J092948+554642,20230037521,142.4401,55.7721,161.2959641,9.321,-0.73637408,0.025701959,180.11,1137.54,9.5,0.025739266666666667,S+S
J103729+600011,20230040345,159.3909,60.0013,91.23544746,10.513,0.043518685,0.028150428,392.42,2291.52,9.87,0.028070033333333334,S+S
J093736+544626,20230036492,144.4152,54.7704,114.2970709,10.268,0.725,0.074121162,246.55,510.82,9.99,0.0740346,S+S
J080712+395150,20230019729,121.7971,39.8645,186.4012668,9.214,-1.028800011,0.013283531,100.78,1059.34,8.87,0.013218,S+S
J082841+464051,20230028764,127.1747,46.6863,164.3502838,9.929,0.026613005,0.050769497,240.4,939.76,9.94,0.0507424,S+S
J082351+421319,20230023297,125.9704,42.2232,172.7447852,10.657,-0.147445336,0.037565023,101.76,672.76,9.57,0.03751756666666667,S+S
J083516+442953,20230026362,128.8205,44.5093,199.9707147,10.408,0.365,0.038015209,142.8,907.17,9.71,0.038010133333333335,S+E
J083605+444337,20230026553,129.0275,44.7261,156.4820436,10.081,0.339,0.037767511,87.69,910.69,9.71,0.03778893333333334,S+S
J111248+575959,20230038998,168.1972,57.9972,183.6973516,9.211,-0.606534898,0.03223744,195.5,961.38,9.6,0.032153799999999996,S+S
J154308+531446,20230034794,235.8159,53.2325,186.6012562,9.366,-0.399867833,0.041771259,38.26,549.07,9.59,0.043958533333333334,S+S
J145158+580000,20230039000,223.0053,57.9994,156.4214201,9.87,0.130278438,0.061039835,250.92,1133.33,10.18,0.06097863333333333,S+S
J162859+413918,20230062140,247.2449,41.6493,156.9966739,9.489,-0.529999852,0.03181595,205.45,892.13,9.48,0.031796200000000004,S+S
J164104+391953,20230018733,250.2608,39.3332,83.42282083,9.518,-0.473241478,0.029737247,172.4,672.19,9.28,0.029688966666666667,S+S
J131452+603936,20230040715,198.737,60.641,165.139546,10.505,0.965,0.071254522,136.42,693.88,10.1,0.07129166666666667,S+E
J155539+495646,20230062890,238.9169,49.9473,115.9500506,10.3,0.133554846,0.042159788,297.25,890.71,9.77,0.042088,S+S
J134613-032305,20230002542,206.5486,-3.3769,60.75852217,10.17,-1.416836619,0.02271251,55.58,1024.41,9.27,0.022706066666666667,S+E
J152222-012805,20230004110,230.5933,-1.4777,83.44471833,9.954,-0.282968551,0.027003994,273.55,2036.24,9.69,0.026977166666666667,S+E
J171513+312322,20230007300,258.8061,31.3821,183.8759489,9.107085228,-0.373893797,0.023957146,152.9,1062.79,9.31,0.023867299999999998,S+S
J122320+545255,20230036669,185.782,54.9014,146.9589655,10.05492115,0.018518589,0.033766139,81.17,2055.51,9.97,0.0338202,S+S
J102327+522358,20230033781,155.8722,52.3989,199.6656717,10.015,-0.190700084,0.045164771,265.59,850.85,9.82,0.045043033333333336,S+S
J113538+553158,20230037239,173.9181,55.5206,75.08127722,10.134,0.17,0.020521222,233.11,895.33,9.2,0.020375066666666667,S+S
J114925+555843,20230037677,177.3644,55.9758,160.9435343,10.131,0.007402263,0.049542487,90.99,792.29,9.86,0.0494782,S+S
J083104+391302,20230018529,127.7634,39.2238,110.0480632,9.755,-0.433544219,0.030040255,281.33,818.3,9.49,0.02990756666666667,S+S
J075505+324343,20230009287,118.7658,32.7146,150.6299215,9.187,-0.179744199,0.017843273,121.03,685.81,8.95,0.017843633333333334,S+S
J120242+562238,20230037967,180.6786,56.3785,67.60531866,9.525,-0.451562315,0.019205807,235.28,4910.59,9.9,0.019186233333333334,S+S
J094639+452607,20230027212,146.6594,45.437,176.5628489,8.855,-1.755312443,0.016146764,187.75,1831.41,9.3,0.016081333333333333,S+S
J115838+520340,20230033493,179.6573,52.063,189.0811329,10.04654217,0.072307758,0.068771064,68.96,1119.12,10.27,0.0687809,S+E
J085134+390749,20230018383,132.8887,39.1295,150.6318288,9.39,-1.125555396,0.02950686,204.62,1057.04,9.6,0.029493833333333334,S+S
J114405+525128,20230034338,176.0159,52.8611,146.6066645,8.826072693,-0.986193955,0.019085713,151.32,616.23,8.99,0.019107866666666664,S+S
J100150+443425,20230026410,150.4627,44.5708,160.7976727,9.568,-0.457288474,0.033072524,221.16,969.53,9.65,0.033012266666666665,S+S
J123610+484916,20230030691,189.0408,48.8169,171.6867014,10.217,-0.192138225,0.02879847,289.3,1222.17,9.61,0.028728199999999995,S+E
J125625+491524,20230031076,194.1146,49.2612,195.7702668,9.855,-0.365178525,0.030144379,238.54,1549.18,9.74,0.030108433333333337,S+S
J101553+463730,20230028714,153.9695,46.623,195.118387,9.651,-0.396551818,0.025532801,117.5,1087.84,9.48,0.025495499999999997,S+S
J103316+474400,20230029734,158.3194,47.7322,169.7964373,9.194273949,-0.229208842,0.026121747,216.11,1811.08,9.71,0.025994433333333334,S+S
J130844+500203,20230051371,197.1855,50.0392,124.9178232,10.032,0.292,0.047407955,242.44,878.66,9.87,0.0474642,S+S
J121411+510850,20230032614,183.5504,51.1345,114.8874224,9.145,-0.409651518,0.026894515,86.97,683.28,9.3,0.026873266666666666,S+S
J111208+482234,20230030276,168.0438,48.3828,103.9191083,9.302,-0.310124755,0.026366083,209.46,710.9,9.31,0.026282233333333335,S+S
J120659+502707,20230032058,181.7429,50.4498,184.9834521,8.568,-0.838170588,0.023305293,152.63,514.97,9.06,0.023286833333333333,S+S
J130908+535637,20230063306,197.2907,53.9418,64.42238457,9.051793098,-0.744363248,0.008350931,197.23,6168.68,9.36,0.008387466666666666,S+S
J131115+532254,20230034907,197.817,53.378,123.6019069,9.926,-0.094987035,0.029926475,168.69,971.91,9.53,0.0299834,S+S
J151449+461105,20230028215,228.7047,46.1902,124.1248662,9.288,-0.36412099,0.03680237,218.72,725.97,9.57,0.0368642,S+S
J154711+420323,20230023030,236.7735,42.0592,94.76131378,10.451,-0.004532941,0.033404589,168.73,894.94,9.56,0.033317099999999995,S+E
J145348+543025,20230036188,223.463,54.5032,108.1549521,10.461,0.097,0.036669653,244.76,621.08,9.5,0.0367008,S+E
J095659+404313,20230021086,149.2444,40.719,176.3747329,9.697477341,0.108145297,0.043386098,87.65,673.87,9.69,0.04336633333333333,S+E
J092330+382357,20230017288,140.8788,38.3981,149.16623,9.578,-0.68103832,0.027327171,236.89,858.19,9.44,0.027305366666666664,S+S
J113527+464046,20230028759,173.8696,46.6801,174.7608018,9.951,-0.173428535,0.03380027,206.67,1088.95,9.71,0.033824466666666664,S+E
J105824+462622,20230028474,164.5892,46.4341,118.9740833,9.902,-0.126020417,0.039679475,261.5,904.41,9.75,0.039663166666666666,S+S
J112735+472246,20230029392,171.9228,47.3887,94.06014743,10.097,0.397,0.032730334,164.74,4515.81,10.3,0.032769433333333334,S+S
J111913+473721,20230029655,169.8196,47.646,127.4315199,9.628,-0.534883499,0.033847503,259.4,4060.48,10.29,0.0343869,S+S
J083533+303203,20230006462,128.8846,30.5353,166.2106706,10.087,0.601,0.025502412,175.86,3500.5,9.97,0.025497833333333334,S+S
J091031+343333,20230011605,137.6182,34.5532,171.6238449,9.273,-0.424710929,0.027161339,184.51,672.1,9.33,0.027043233333333333,S+S
J150339+420734,20230023107,225.9359,42.1151,71.0384521,9.337,-0.634137094,0.017311936,389.01,10248.8,10.09,0.0170047,S+S
J110809+451249,20230027008,167.0395,45.2122,87.60708386,8.821,-0.865701497,0.020500122,115.69,638.37,9.04,0.020492066666666666,S+S
J111347+453223,20230027368,168.4334,45.5532,83.48459992,9.847,0.035,0.029086785,155.17,1330.32,9.68,0.0293336,S+E
J115212+465329,20230028940,178.0535,46.8919,70.52398056,9.114,-0.47609067,0.019126011,179.12,1068.48,9.21,0.019121566666666666,S+S
J121212+470258,20230029100,183.0578,47.0535,97.3207552,10.06122303,-0.338924944,0.031540573,302.1,1261.51,9.71,0.031591466666666665,S+S
J110210+455337,20230027872,165.5522,45.8946,78.50680203,9.146155357,-0.299536765,0.022625927,416.03,2900.03,9.76,0.021942666666666666,S+S
J112453+473936,20230029674,171.2165,47.6687,115.6514018,9.475,-0.514967024,0.033453457,194.77,716.42,9.51,0.03339173333333333,S+S
J125023+465901,20230051299,192.5968,46.9785,127.7630895,10.036,0.363,0.053324703,153.42,522.01,9.73,0.0532984,S+S
J104509+384252,20230017767,161.2855,38.7118,120.7766527,9.686,-0.528845966,0.03240126,250.59,1037.98,9.66,0.03230213333333333,S+S
J100140+370740,20230015245,150.4172,37.1249,116.9295831,8.848,-0.716780722,0.020172765,109.0,1086.35,9.25,0.020112366666666666,S+S
J134602+554255,20230037474,206.5157,55.7165,110.2416918,11.292,0.48,0.039984461,419.97,3343.57,10.31,0.04000123333333334,S+E
J114749+434453,20230025507,176.9535,43.7493,88.47643627,10.583,0.178,0.025231918,307.79,7493.26,10.29,0.025184866666666667,S+S
J095120+382747,20230017379,147.8333,38.4622,182.0515336,9.47,-0.619926631,0.027338594,97.97,1298.99,9.62,0.027289666666666667,S+S
J145205+381059,20230016891,223.021,38.1596,174.5603801,10.4,0.681,0.032449871,111.19,1383.01,9.73,0.032409966666666665,S+E
J101427+405642,20230021563,153.6165,40.9497,154.9652994,10.544,-1.135882258,0.022950873,354.96,1016.12,9.35,0.023030866666666667,S+S
J131201+443549,20230026435,198.0008,44.5965,168.8946791,8.887,-0.696721137,0.028648807,59.05,601.73,9.29,0.028624000000000004,S+S
J125822+451622,20230027063,194.5941,45.2807,74.07414991,9.983,-0.202468961,0.027335828,175.66,1468.72,9.64,0.0272445,S+E
J134506+434810,20230062423,206.2785,43.8086,144.8036647,9.893,-0.302473694,0.037564684,265.3,656.74,9.56,0.03750213333333333,S+S
J133047+425707,20230024531,202.6867,42.9422,169.4672016,9.514,-0.453299314,0.027563158,202.83,761.29,9.35,0.0275475,S+S
J140753+412044,20230022104,211.9726,41.343,99.31090639,9.359,-0.264185965,0.029989311,170.68,1418.28,9.69,0.030026166666666666,S+S
J104923+431827,20230024981,162.346,43.3044,73.25934908,10.01,0.098,0.026010826,287.09,4533.37,10.12,0.0260568,S+S
J151157+364706,20230014629,227.9813,36.7822,160.9204887,10.116,0.3,0.044776779,247.23,1200.88,9.96,0.04480136666666667,S+S
J134627+503838,20230063004,206.6161,50.654,116.5853334,8.932603836,-0.604322374,0.014863323,121.23,2276.92,9.38,0.014855566666666667,S+S
J124411+414005,20230022470,191.0529,41.6711,164.480261,8.683,-1.061917067,0.016980102,99.22,1572.89,9.29,0.017034966666666665,S+S
J120714+423538,20230023920,181.796,42.5942,64.69702144,10.796,0.366,0.072367005,261.67,578.62,10.03,0.07227736666666666,S+S
J115857+431631,20230024955,179.742,43.2885,86.30391424,9.176,-1.240579724,0.031041184,45.49,833.01,9.52,0.031067266666666666,S+S
J135702+391143,20230018452,209.2544,39.1828,198.910175,10.022,0.047285896,0.054726843,162.37,932.05,10.0,0.05468973333333333,S+S
J143122+373348,20230016015,217.8407,37.5631,188.2296408,8.968135834,-0.560810566,0.027487416,193.01,1703.09,9.66,0.027469966666666665,S+S
J142458+352116,20230054486,216.2414,35.3484,111.3850811,9.581,-0.334844053,0.028896503,222.1,817.89,9.38,0.0288566,S+S
J100018+344901,20230011780,150.0793,34.7978,154.0205822,9.087,-0.359323382,0.038990889,231.06,1088.7,9.82,0.0388171,S+S
J120558+395135,20230019719,181.4757,39.8526,194.23532,9.125436783,-0.670909047,0.020973306,125.48,2016.51,9.53,0.02086546666666667,S+E
J150804+424908,20230024348,227.0157,42.8182,97.91482178,8.952,-0.914166689,0.018011451,40.78,861.85,9.06,0.018034866666666666,S+E
J125530+520337,20230033489,193.9015,52.0585,126.5285312,9.756,-0.145059079,0.037693724,141.07,537.74,9.48,0.037674766666666665,S+S
J131037+514242,20230033135,197.6551,51.6994,171.2241821,10.301,0.116,0.055304322,407.66,1888.36,10.32,0.05539139999999999,S+S
J152449+421021,20230023199,231.1988,42.1714,152.7207551,9.485,-0.728267908,0.018649809,138.66,2536.76,9.54,0.018605566666666667,S+S
J151202+435921,20230025763,228.0046,43.9913,85.73067151,9.314,-0.568096817,0.027459029,193.04,639.26,9.22,0.027390033333333334,S+S
J153423+295110,20230006152,233.5904,29.8484,158.1208762,9.059926987,-0.375340611,0.036562786,173.09,898.55,9.67,0.036493033333333334,S+S
J143925+363249,20230014222,219.855,36.5462,186.309248,10.279,0.233,0.052214738,166.25,1466.43,10.16,0.05215093333333334,S+S
J161556+312424,20230007330,243.9778,31.4025,121.5074706,10.166,0.022081302,0.022563387,279.61,3662.54,9.81,0.0225349,S+S
J155140+303629,20230006519,237.9112,30.6121,91.00366838,9.927,-0.221207321,0.032245394,154.03,791.36,9.4,0.0321919,S+S
J134842+363051,20230014182,207.1701,36.5192,104.3123112,9.784,-0.092512563,0.02353771,163.27,1170.02,9.4,0.0235171,S+S
J135902+355318,20230013060,209.7487,35.8908,195.1304456,9.411,-0.794169366,0.02711002,49.33,516.74,9.15,0.027073766666666665,S+S
J081750+520942,20230033555,124.4578,52.1595,147.1260055,8.808,-0.747625291,0.023536585,145.99,760.22,9.25,0.023456066666666667,S+S
J094847+641001,20230041518,147.1991,64.1543,199.2907097,9.465,-0.67124182,0.01004364,244.22,9185.7,9.65,0.010078033333333333,S+S
J074402+453020,20230027287,116.0039,45.4962,120.0980807,9.59867382,0.025696693,0.053800367,179.38,1029.61,10.02,0.0536769,S+S
J235213+000506,20230005058,358.052,0.0899,23.68629488,8.852,-2.811065435,0.021815063,55.87,1016.96,9.24,0.0218068,S+S
J082303+571054,20230038440,125.7652,57.1749,109.2458001,9.157,-0.862412512,0.026842514,180.39,934.66,9.45,0.026840933333333334,S+S
J084715+614805,20230041144,131.8098,61.8137,70.30483161,9.36,-0.810882092,0.027633704,138.43,1560.65,9.69,0.027586566666666666,S+S
J092953+301433,20230060713,142.4701,30.2436,141.153763,8.84,-0.865211904,0.025554469,120.84,865.14,9.38,0.025549799999999998,S+S
J124727+403359,20230020837,191.8624,40.5686,122.2165166,10.19,0.057,0.024737777,207.55,2867.78,9.84,0.0247038,S+E
J102151+350409,20230012000,155.467,35.0785,147.8130667,10.603,0.133,0.034752104,347.79,2641.62,10.12,0.034746566666666666,S+S
J120702+401159,20230062037,181.7655,40.1995,156.4471104,10.727,-0.05918894,0.037376855,428.71,1101.29,9.8,0.037464833333333336,S+E
J111932+353635,20230052072,169.8823,35.6125,115.8981424,8.95,-0.741176426,0.021407666,186.78,829.06,9.16,0.021428966666666667,S+S
J105130+360823,20230013520,162.8686,36.1336,122.082852,10.37,0.067,0.043512531,323.68,1971.59,10.17,0.04340226666666667,S+E
J135157+350338,20230058810,207.9599,35.0649,64.4358344,8.775653839,-0.772206962,0.024885932,104.41,1419.53,9.51,0.024627133333333336,S+S
J094014+313959,20230007681,145.0507,31.6642,182.8448806,9.419,-0.297845542,0.022246432,177.38,1263.04,9.4,0.0222006,S+S
J092147+344812,20230011793,140.4037,34.8108,87.62100743,9.06,-0.592737973,0.02451252,198.39,1982.82,9.71,0.024704166666666666,S+S
J103533+315623,20230008107,158.8836,31.9383,133.0969694,9.462,-0.499829352,0.035402298,183.17,1192.48,9.79,0.035314733333333334,S+S
J125145+342037,20230011436,192.9385,34.3367,199.4493249,9.304,-1.103940845,0.023183344,129.05,522.0,9.03,0.023141133333333334,S+S
J130017+345638,20230011886,195.0828,34.9465,178.5548239,9.993,-0.371730745,0.026937639,178.31,1075.52,9.51,0.026892333333333334,S+E
J140533+322701,20230008837,211.3962,32.4402,187.7613033,10.532,0.819,0.068426497,241.31,1020.77,10.23,0.06838766666666667,S+E
J125653+351900,20230012190,194.2146,35.3157,172.7036138,10.082,-0.161788642,0.033951599,209.15,790.0,9.58,0.03392043333333333,S+E
J130433+334208,20230061282,196.1345,33.7005,123.216112,9.962,-0.101049781,0.033425782,249.11,1362.09,9.8,0.03333716666666667,S+S
J132542+330821,20230061147,201.4248,33.1379,101.6194126,9.413,-0.856793404,0.025195729,143.62,766.64,9.27,0.025133,S+S
J111426+340404,20230011177,168.6156,34.0696,162.9013145,9.573,-0.786942482,0.024163645,247.92,882.26,9.34,0.024197766666666665,S+S
J133133+341547,20230011342,202.884,34.2631,180.6416165,9.526,-0.32389015,0.023438819,162.65,1609.14,9.53,0.023457533333333336,S+S
J123848+320541,20230008306,189.6949,32.0883,162.1561144,9.002275467,-0.486121625,0.01421708,172.38,3819.25,9.54,0.014428433333333332,S+S
J130850+330122,20230061119,197.2056,33.0285,109.4985292,9.208,-0.121336743,0.026780151,157.9,3060.7,9.95,0.026742466666666666,S+S
J132145+311414,20230060917,200.4378,31.238,90.91154374,10.586,0.508642018,0.024087768,92.01,2780.44,9.79,0.024210799999999998,S+S
J125258+322444,20230008781,193.2315,32.4029,97.70635704,9.231,-0.525461614,0.022638939,58.78,2554.82,9.69,0.0226332,S+S
J125359+323918,20230009195,193.4882,32.6528,84.9465251,8.956,-0.6112113,0.023168746,193.25,2398.64,9.69,0.023204866666666667,S+S
J121634+332658,20230010367,184.1326,33.4494,89.17599099,9.779,-0.570454359,0.022261174,224.14,1768.29,9.51,0.022230733333333336,S+S
J162553+413228,20230022324,246.439,41.5429,46.49693006,10.21,0.175,0.04227408,151.43,952.74,9.81,0.042428,S+S
J162318+510137,20230063083,245.8179,51.0243,65.55432903,8.655,-2.562554121,0.020242449,161.36,1050.54,9.22,0.0202601,S+S
J111536+302522,20230006354,168.8995,30.4244,132.5635484,9.811,-0.597744286,0.027873836,208.29,1307.44,9.65,0.0279503,S+S
J132055+301113,20230060692,200.195,30.2113,101.1300412,9.125,-0.606770754,0.030867418,72.97,586.7,9.46,0.03435653333333333,S+S
J114715+293504,20230006112,176.8118,29.5644,54.41729615,9.021,-0.864944637,0.023132445,155.96,590.32,9.08,0.022978533333333336,S+S
J161331+513450,20230032993,243.3868,51.5818,197.3195404,9.306,-1.123161674,0.029692566,84.32,1515.3,9.67,0.029700333333333336,S+S
