Galaxy,PID,RA_A,DEC_A,Z_A,RA_B,DEC_B,Z_B
J144728-013802,11475,221.8678184949195,-1.6339243960501613,0.04264502599835396,221.8882608641669,-1.6456632008969714,0.04283624887466431
J144728-013802,11475,221.8678184949195,-1.6339243960501613,0.04264502599835396,221.8882608641669,-1.6456632008969714,0.04283624887466431
J163926+403609,11555,249.85836521557033,40.60250559551288,0.03472729027271271,249.77558607243108,40.66756133461191,0.03467562049627304
J171853+301136,11644,259.7226709093727,30.193387518163032,0.014822610653936863,259.7050969975614,30.170400394365377,0.014767743647098541
J171853+301136,11644,259.7226709093727,30.193387518163032,0.014822610653936863,259.7050969975614,30.170400394365377,0.014767743647098541
J151038-022922,11718,227.65871501830242,-2.4895946556857718,0.03691327944397926,227.67887589794532,-2.4818176708451904,0.03735237941145897
J031749-003316,12841,49.45745050395206,-0.5546654092023997,0.021016694605350494,49.51159852185978,-0.5390105012746327,0.021046044304966927
J032249-003644,12842,50.70796223638192,-0.612382668361006,0.03531220555305481,50.70167878091027,-0.6201861179882591,0.036709271371364594
J085103+401909,12963,132.76336958522424,40.31928795346045,0.024240033701062202,132.64115965563693,40.39798726709408,0.024021301418542862
J101937+534202,13273,154.90638507427448,53.7007412348596,0.04723501577973366,154.98084527222198,53.70065335863411,0.04759547859430313
J101937+534202,13273,154.90638507427448,53.7007412348596,0.04723501577973366,154.98084527222198,53.70065335863411,0.04759547859430313
J100836+492638,13329,152.15326445324246,49.44389830980145,0.05095779895782471,152.14735938363012,49.5078252995035,0.0509316585958004
J095358+493759,13357,148.49377220812616,49.63319063107451,0.0541817806661129,148.48810326320157,49.63189882499401,0.05394956097006798
J091251+434006,13378,138.2145131131076,43.66853541966812,0.06037484109401703,138.17030341411566,43.63702243246625,0.05995345488190651
J091251+434006,13378,138.2145131131076,43.66853541966812,0.06037484109401703,138.17030341411566,43.63702243246625,0.05995345488190651
J083445+382031,13396,128.6881979884171,38.342174179895906,0.040192633867263794,128.6662137874675,38.36242889288784,0.04075935110449791
J083445+382031,13396,128.6881979884171,38.342174179895906,0.040192633867263794,128.6662137874675,38.36242889288784,0.04075935110449791
J075943+312712,13409,119.93038480134379,31.45343487996759,0.04409006983041763,119.94501637860267,31.483127202327086,0.04492972418665886
J075943+312712,13409,119.93038480134379,31.45343487996759,0.04409006983041763,119.94501637860267,31.483127202327086,0.04492972418665886
